3837702,1553825017,San Fernando del Valle de Catamarca,"{'Lat': -28.46957, 'Lon': -65.78524}","{'temp': 55, 'temp_min': 55, 'temp_max': 55, 'pressure': 1020, 'humidity': 87}","{'speed': 0.66, 'deg': 41.0006}",{'3h': 0.005},,{'today': 24},"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]"
3860259,1553824987,Cordoba,"{'Lat': -31.4135, 'Lon': -64.181053}","{'temp': 60.8, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1022, 'humidity': 93}","{'speed': 3.1, 'deg': 20}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3836873,1553824987,San Miguel de Tucuman,"{'Lat': -26.824141, 'Lon': -65.222603}","{'temp': 64.4, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1021, 'humidity': 88}","{'speed': 1.5, 'deg': 250}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3838233,1553824987,Salta,"{'Lat': -24.7859, 'Lon': -65.411659}","{'temp': 60.03, 'temp_min': 59, 'temp_max': 60.8, 'pressure': 1023, 'humidity': 87}","{'speed': 1.5, 'deg': 360}",,,{'today': 90},"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]"
3836620,1553825015,San Ramon de la Nueva Oran,"{'Lat': -23.132231, 'Lon': -64.325981}","{'temp': 65.46, 'temp_min': 65.46, 'temp_max': 65.46, 'pressure': 1018.94, 'sea_level': 1018.94, 'grnd_level': 981.44, 'humidity': 88}","{'speed': 1.86, 'deg': 264.001}",,,{'today': 80},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3838583,1553825017,Rosario,"{'Lat': -32.946819, 'Lon': -60.63932}","{'temp': 69.28, 'temp_min': 66, 'temp_max': 71.6, 'pressure': 1021, 'humidity': 68}","{'speed': 3.6, 'deg': 90}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3841956,1553824987,Parana,"{'Lat': -31.73197, 'Lon': -60.5238}","{'temp': 71.13, 'temp_min': 68, 'temp_max': 73.99, 'pressure': 1016, 'humidity': 86}","{'speed': 3.41, 'deg': 118.001}",,,{'today': 76},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3429594,1553824988,Reconquista,"{'Lat': -29.15, 'Lon': -59.650002}","{'temp': 69.42, 'temp_min': 69.42, 'temp_max': 69.42, 'pressure': 1018.46, 'sea_level': 1018.46, 'grnd_level': 1014.88, 'humidity': 82}","{'speed': 1.26, 'deg': 168.501}",,,{'today': 64},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3435261,1553824987,Concordia,"{'Lat': -31.39296, 'Lon': -58.020889}","{'temp': 71.01, 'temp_min': 71.01, 'temp_max': 71.01, 'pressure': 1020, 'humidity': 67}","{'speed': 1.79, 'deg': 90}",,,{'today': 32},"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]"
3832811,1553824988,Villa Angela,"{'Lat': -27.57383, 'Lon': -60.71526}","{'temp': 66.54, 'temp_min': 66.54, 'temp_max': 66.54, 'pressure': 1018.3, 'sea_level': 1018.3, 'grnd_level': 1009.76, 'humidity': 84}","{'speed': 1.81, 'deg': 144.001}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3429577,1553824988,Resistencia,"{'Lat': -27.46056, 'Lon': -58.983891}","{'temp': 71.6, 'temp_min': 71.6, 'temp_max': 71.6, 'pressure': 1018, 'humidity': 83}","{'speed': 2.6, 'deg': 130}",,,{'today': 48},"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]"
3439389,1553828513,Asuncion,"{'Lat': -25.300659, 'Lon': -57.63591}","{'temp': 73.4, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1017, 'humidity': 83}","{'speed': 1.36, 'deg': 133.001}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3465108,1553824991,Cruz Alta,"{'Lat': -28.638611, 'Lon': -53.606392}","{'temp': 67.08, 'temp_min': 67.08, 'temp_max': 67.08, 'pressure': 1021.22, 'sea_level': 1021.22, 'grnd_level': 976.32, 'humidity': 78}","{'speed': 5.11, 'deg': 78.5006}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3454244,1553824991,Pelotas,"{'Lat': -31.77194, 'Lon': -52.342499}","{'temp': 71.94, 'temp_min': 71.94, 'temp_max': 71.94, 'pressure': 1025.1, 'sea_level': 1025.1, 'grnd_level': 1022.8, 'humidity': 82}","{'speed': 8.31, 'deg': 57.0006}",,,{'today': 68},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3452925,1553824991,Porto Alegre,"{'Lat': -30.03306, 'Lon': -51.23}","{'temp': 69.66, 'temp_min': 69.01, 'temp_max': 70, 'pressure': 1024, 'humidity': 83}","{'speed': 8.2, 'deg': 100}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3429886,1553824988,Posadas,"{'Lat': -27.367081, 'Lon': -55.89608}","{'temp': 77, 'temp_min': 77, 'temp_max': 77, 'pressure': 1018, 'humidity': 73}","{'speed': 2.1, 'deg': 140}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3466779,1553824991,Cascavel,"{'Lat': -24.95583, 'Lon': -53.45528}","{'temp': 71.6, 'temp_min': 71.6, 'temp_max': 71.6, 'pressure': 1022, 'humidity': 73}","{'speed': 4.1, 'deg': 90}",,,{'today': 20},"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]"
3466296,1553825015,Chapeco,"{'Lat': -27.09639, 'Lon': -52.618328}","{'temp': 72.39, 'temp_min': 71.6, 'temp_max': 73, 'pressure': 1023, 'humidity': 73}","{'speed': 6.2, 'deg': 100}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3458449,1553824991,Londrina,"{'Lat': -23.31028, 'Lon': -51.162781}","{'temp': 75.2, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1022, 'humidity': 69}","{'speed': 7.2, 'deg': 130}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3464975,1553825019,Curitiba,"{'Lat': -25.42778, 'Lon': -49.27306}","{'temp': 61.7, 'temp_min': 60.8, 'temp_max': 64, 'pressure': 1027, 'humidity': 100}","{'speed': 2.1, 'deg': 130}",,,{'today': 75},"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]"
3459712,1553824991,Joinville,"{'Lat': -26.30444, 'Lon': -48.845558}","{'temp': 70.25, 'temp_min': 68, 'temp_max': 71.6, 'pressure': 1024, 'humidity': 88}","{'speed': 2.1, 'deg': 300}",{'1h': 0.25},,{'today': 75},"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]"
3448439,1553828543,Sao Paulo,"{'Lat': -23.547501, 'Lon': -46.636108}","{'temp': 66.2, 'temp_min': 66.2, 'temp_max': 66.2, 'pressure': 1025, 'humidity': 88}","{'speed': 3.6, 'deg': 130}",,,{'today': 40},"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]"
3467865,1553824991,Campinas,"{'Lat': -22.90556, 'Lon': -47.060829}","{'temp': 68.54, 'temp_min': 68, 'temp_max': 69.01, 'pressure': 1022, 'humidity': 72}","{'speed': 7.2, 'deg': 120}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3448636,1553824991,Sao Jose dos Campos,"{'Lat': -23.17944, 'Lon': -45.88694}","{'temp': 68, 'temp_min': 68, 'temp_max': 68, 'pressure': 1025, 'humidity': 82}","{'speed': 2.6, 'deg': 120}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3919968,1553824983,Cochabamba,"{'Lat': -17.3895, 'Lon': -66.156799}","{'temp': 66.2, 'temp_min': 66.2, 'temp_max': 66.2, 'pressure': 1027, 'humidity': 52}","{'speed': 8.2, 'deg': 130}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3904906,1553825015,Santa Cruz de la Sierra,"{'Lat': -17.799999, 'Lon': -63.166672}","{'temp': 75.2, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1016, 'humidity': 73}","{'speed': 2.1, 'deg': 160}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3910027,1553824983,Montero,"{'Lat': -17.33333, 'Lon': -63.25}","{'temp': 75.2, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1016, 'humidity': 73}","{'speed': 2.1, 'deg': 160}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
3902377,1553824983,La Santisima Trinidad,"{'Lat': -14.83333, 'Lon': -64.900002}","{'temp': 74.1, 'temp_min': 74.1, 'temp_max': 74.1, 'pressure': 1014.62, 'sea_level': 1014.62, 'grnd_level': 996, 'humidity': 73}","{'speed': 2.16, 'deg': 149.001}",,,{'today': 8},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]"
3453060,1553824994,Pontes e Lacerda,"{'Lat': -15.22611, 'Lon': -59.335281}","{'temp': 72.93, 'temp_min': 72.93, 'temp_max': 72.93, 'pressure': 1014.54, 'sea_level': 1014.54, 'grnd_level': 975.12, 'humidity': 94}","{'speed': 2.16, 'deg': 112.501}",,,{'today': 0},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]"
3924679,1553824991,Vilhena,"{'Lat': -12.74056, 'Lon': -60.145828}","{'temp': 70.5, 'temp_min': 70.5, 'temp_max': 70.5, 'pressure': 1014.22, 'sea_level': 1014.22, 'grnd_level': 957.76, 'humidity': 97}","{'speed': 0.96, 'deg': 137.001}",{'3h': 2.135},,{'today': 88},"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]"
3662762,1553824991,Porto Velho,"{'Lat': -8.76194, 'Lon': -63.903889}","{'temp': 77, 'temp_min': 77, 'temp_max': 77, 'pressure': 1013, 'humidity': 88}","{'speed': 1, 'deg': 360}",,,{'today': 75},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]"
